time_s,u,y
0.0,-0.5751108303105836,0.3122438999760006
0.02,-0.6220993166194774,-0.2036971232715194
0.04,0.08025479526353546,-0.3397519308110534
0.06,1.2524723497116306,-0.3167857332506673
0.08,-0.32389662147366177,0.005900000517925039
0.1,-1.1016437567606532,0.19533298082258777
0.12,-0.7987351061217752,-0.3398800213569783
0.14,1.7774511121114445,-0.4337771276101093
0.16,-0.3504098615772675,-0.18388854380461245
0.18,-1.1836250641849182,0.2525997251597748
0.2,-0.3022892878974984,0.08476579870685583
0.22,0.29827317660283587,-0.550339591548656
0.24,0.2871020714501013,-0.395892386722958
0.26,1.8630305107527658,-0.35130572836248225
0.28,-0.19139729793680396,0.21631733582124668
0.3,-1.54564573401307,0.5107470153354868
0.32,1.508860040333287,0.06298339677756701
0.34,0.2870095032733602,0.5297827280253502
0.36,0.30000190493599066,0.4243625426234086
0.38,-0.6790304942926411,0.5122910130435131
0.4,-1.0356338683299615,0.501422436522606
0.42,1.5807695824286596,0.05601914871614562
0.44,-1.5177162457649291,-0.08809214269490784
0.46,-0.6201256783781701,-0.12358584596858023
0.48,-1.146867109399292,-0.4935894283101484
0.5,1.4436946534628072,-0.5404819350247414
0.52,0.32228070741198306,-0.7366412115060346
0.54,-0.7082746784670266,-0.05415577425430704
0.56,0.7131900347206027,-0.12025146480134191
0.58,1.9445045519534288,-0.15106889724306938
0.6,-0.9627354962136402,0.3211858207021859
0.62,-0.8935283137902637,0.6611101245240955
0.64,0.39996180180184965,0.32880414965898663
0.66,0.24263528471519386,0.06677235994661536
0.68,-1.1358868343996653,0.06959395772006854
0.7000000000000001,-0.6383676031063455,0.02883920667442154
0.72,-0.01925942961052375,-0.6423137676674162
0.74,0.8641139067448292,-0.4570222213272189
0.76,-1.4871802302776653,-0.770552469956721
0.78,0.6720632911899885,-0.5164003210443845
0.8,0.5077730085525273,-0.44977285657148364
0.8200000000000001,2.058899100667885,0.15674016957080633
0.84,-2.397219925153993,0.4791899740495687
0.86,-0.34143716541983377,0.16184106801502923
0.88,-0.39436600774427505,-0.3660932435505251
0.9,1.5376945130007649,-0.511635204459822
0.92,-1.180694807994338,-0.061308921474666364
0.9400000000000001,-0.5536459650677403,-0.18106018119543776
0.96,0.2650932491280237,-0.3776745064252235
0.98,0.631106365652501,-0.1854274358297385
1.0,0.5079075564717527,-0.12039065788723285
1.02,-1.298173686939686,0.14533207316559005
1.04,1.9953555351110634,-0.1075955988798214
1.06,-0.695840028912146,0.045090207724215764
1.08,0.46154386689301846,0.22022783204762433
1.1,0.993867466752402,0.19535617537433264
1.12,-0.35557681902348237,0.5327094322436051
1.1400000000000001,0.5626827718060513,0.6694643652291978
1.16,-1.539135791125201,0.6477627505424786
1.18,-0.12175184260462911,0.3113444926691561
1.2,-0.5469081575202287,-0.11446252383691843
1.22,-1.581464675415443,-0.46150498909912774
1.24,-0.7101176371329816,-0.902766354984999
1.26,-1.0683301285402995,-1.2574651221422495
1.28,0.9790498495005723,-1.1285142843947316
1.3,-0.8604312556681926,-1.178721402369235
1.32,-1.6213092635863207,-1.03987476529373
1.34,-0.22810207619529926,-1.1551130382032613
1.36,-0.37293733865626555,-1.2863520065162104
1.3800000000000001,2.686264288431484,-1.4323135828468967
1.4000000000000001,1.8651449017702242,-0.7560547938662517
1.42,0.17307336674645923,0.3978698889330119
1.44,-0.8335529684788846,1.0886680295045401
1.46,2.397183074310078,1.1907332508632644
1.48,0.2914595489529246,0.9019931303313541
1.5,-1.8120982973548794,1.4263135785840515
1.52,0.4110612931132611,0.9534440071953663
1.54,-1.8237792720158315,0.39998575530240965
1.56,1.3030167658735998,0.012930590004089956
1.58,0.4196593534117252,-0.3580470357217671
1.6,-1.242308415293468,-0.17080773386910095
1.62,-0.6754737022321733,0.022055842993554467
1.6400000000000001,-2.3637309271316744,-0.8645443187698285
1.6600000000000001,1.8078080101470122,-1.0409398591117516
1.68,0.061515944550117524,-1.0551458739718742
1.7,0.6805455201036975,-0.6600477632263705
1.72,1.365045970195392,-0.3982455263830988
1.74,-0.47239666846616,0.5491367551856161
1.76,-0.6498909827907781,0.9036635017005494
1.78,-0.5547359734554009,0.056731625922607276
1.8,0.2878461120037918,-0.03168089297696959
1.82,-0.9442685030865876,-0.26900168764808274
1.84,-0.422331907300688,-0.5203059522990461
1.86,0.2600603396040004,-0.43804639994162287
1.8800000000000001,0.1126034765414661,-0.7341727950601348
1.9000000000000001,-0.6562219631346289,-0.5785949877019093
1.92,-1.2211658256353948,-0.31747564213832413
1.94,-0.6543990822853525,-0.5558071392653877
1.96,0.656762075166698,-0.9576171102194602
1.98,1.4043867876130853,-1.0219581343086916
2.0,1.2067264072707709,-0.4312353081625936
2.02,-0.3355963085080421,0.328249923755799
2.04,0.670317155149419,0.7616258325961599
2.06,0.39270099148770127,0.6604014523078371
2.08,1.598841364174742,0.6877111778012512
2.1,-0.8714250507302435,1.018492275748324
2.12,1.2716514708970874,1.2182854072013838
2.14,0.4110044918535655,0.7949001454884573
2.16,-0.16683684974119012,0.8704550032800434
2.18,2.6827703919064376,1.137167323505305
2.2,1.992737424069045,1.1786593078379202
2.22,-1.686310926344033,1.950984081219605
2.24,0.13997390705365448,1.715983211699657
2.2600000000000002,0.8070309042981835,1.2645576556930853
2.2800000000000002,1.2173533761471307,1.2467777409844008
2.3000000000000003,-1.3102936203067854,0.9854507296635089
2.32,0.48416692664476635,0.8249085480987366
2.34,0.24961217938512528,0.5274856295959326
2.36,-0.8406502612159998,0.5925311045678958
2.38,0.8671780759745665,0.008106500695005486
2.4,-0.5717668564153212,0.2589734779777365
2.42,-0.04635826692719106,-0.022379959012356038
2.44,-1.0642025661374708,-0.0892597419409774
2.46,0.5019604731550423,-0.16797840934722882
2.48,0.5411787717584974,-0.3277801632269375
2.5,-0.3477159329376596,-0.1587259401997559
2.52,-0.9340402764675436,0.02293882992773688
2.54,0.0019263888768412184,-0.13716404578750624
2.56,0.27609646641155305,-0.5392309748074813
2.58,0.18788648849290165,-0.38150217703721706
2.6,-0.27590766721749427,-0.2634708602730175
2.62,1.1022161936576527,-0.15528299945335602
2.64,-0.37760011747333383,-0.10151954897268609
2.66,0.06896936764678915,0.3780731584847573
2.68,1.7039995643017982,0.23722906476708283
2.7,-0.927109086247135,0.40977124675146787
2.72,0.036712759048100424,0.6247009824027676
2.74,0.3134951474041088,0.5593468896365384
2.7600000000000002,-0.8302896093450514,0.5792890995175255
2.7800000000000002,-1.5125589808031141,0.0031797083813046995
2.8000000000000003,-1.0677976760636527,-0.3461194773895797
2.82,-2.3420758754231135,-1.045773340341325
2.84,-0.006815761123321509,-1.3151133134663808
2.86,-0.09086039480606323,-1.8918387976889082
2.88,0.7608761287284633,-1.8658886292356252
2.9,2.056154493713785,-1.1228824747563761
2.92,0.18388885266158536,-0.13668960973897706
2.94,0.21396051140314548,0.2986611957318014
2.96,0.5320733865122912,0.5670084784700996
2.98,-0.5460323003748319,0.7172590113375329
3.0,-1.6737757373813804,0.609379927231225
3.02,-0.842223865735649,0.03941734194612974
3.04,0.16125140056093593,-0.5571161905912758
3.06,-0.033247624252173376,-0.7410506943628478
3.08,0.028213100754802753,-0.34280488531405123
3.1,-0.6845755435031904,-0.5401035077063328
3.12,0.04171673287287739,-0.556349305255582
3.14,-0.37289109536217213,-0.32182900773632384
3.16,-0.18530532905776734,-0.5500295365384171
3.18,-1.4223037137312675,-0.2559766300563838
3.2,-0.956455076878489,-0.6144864893596642
3.22,-0.008256783037621514,-1.1132092102102822
3.24,1.63818616724587,-1.0062452302159932
3.2600000000000002,0.08179155706535961,-0.8830749003538504
3.2800000000000002,0.6347742153300381,-0.08623754630706623
3.3000000000000003,2.0460773832231505,0.0637698696623965
3.3200000000000003,0.2866290952029204,0.8387936202612258
3.34,-0.34788164185977866,0.9600777694637045
3.36,-2.157292139477988,0.9951707198930876
3.38,-0.3869590856864879,0.4258282738893518
3.4,1.3113657494669624,-0.019118205259613857
3.42,-1.1076994414741033,-0.23864276146126184
3.44,-0.40452972324438446,-0.13526573587907675
3.46,-0.21416697730440187,-0.2814962736289458
3.48,0.2250907065855229,-0.5653714889752494
3.5,-1.1632504879192325,-0.3456748417950709
3.52,0.8542562708958751,-0.556904454304105
3.54,0.6166240164108543,-0.6640338117933942
3.56,-1.1302826095050147,-0.11508752656590467
3.58,-3.127065556227376,-0.1210268724163418
3.6,0.6407890471495179,-0.9499403770730778
3.62,0.13488219492691647,-1.3751603382713817
3.64,0.01395675622294804,-0.9566902987594852
3.66,-2.0137690488085345,-0.9947013287396061
3.68,-0.9281610439329882,-0.9382864732150633
3.7,-0.3328430312388471,-1.5608062544064123
3.72,0.2243771454829965,-1.5108761601749516
